gene_id,genomic_position,transcript_id,transcript_position,HCT116_model,n_reads,y_true,HEK293T_model,Arabidopsis_model
ENSG00000174744,66338735,ENST00000359957,839,0.14808676,21,False,0.56001914,0.12345266
ENSG00000174744,66337888,ENST00000359957,895,0.052149236,23,False,0.22405186,0.04519378
ENSG00000174744,66337882,ENST00000359957,901,0.086911656,28,False,0.09597107,0.1095052
ENSG00000174744,66337858,ENST00000359957,925,0.44204387,26,False,0.3716421,0.19349135
ENSG00000174744,66337807,ENST00000359957,976,0.026923478,21,False,0.12616323,0.010623192
ENSG00000174744,66337799,ENST00000359957,984,0.48350152,24,False,0.4061634,0.04972603
ENSG00000174744,66337718,ENST00000359957,1065,0.86832273,25,True,0.7442557,0.8538836
ENSG00000174744,66337668,ENST00000359957,1115,0.23132828,26,False,0.22288898,0.41359657
ENSG00000174744,66337583,ENST00000359957,1200,0.11981189,28,False,0.12392837,0.006736195
ENSG00000174744,66337574,ENST00000359957,1209,0.53495854,23,False,0.4417572,0.3142167
ENSG00000174744,66337484,ENST00000359957,1299,0.8650185,26,True,0.89279556,0.4072731
ENSG00000107438,95290912,ENST00000329399,112,0.1744645,70,False,0.07952537,0.16154392
ENSG00000107438,95290896,ENST00000329399,128,0.14691848,70,False,0.12500933,0.08889542
ENSG00000107438,95290848,ENST00000329399,176,0.27030712,81,False,0.36635885,0.35827172
ENSG00000107438,95271697,ENST00000329399,292,0.29503223,60,False,0.3941839,0.37167063
ENSG00000107438,95271678,ENST00000329399,311,0.20737842,68,False,0.32329956,0.12353623
ENSG00000107438,95271657,ENST00000329399,332,0.0070340754,62,False,0.06926972,0.0036119581
ENSG00000107438,95271649,ENST00000329399,340,0.21542838,77,False,0.33453158,0.14892653
ENSG00000107438,95268856,ENST00000329399,363,0.15784666,82,False,0.40576324,0.036085356
ENSG00000107438,95268784,ENST00000329399,435,0.1612611,83,False,0.14217854,0.015425908
ENSG00000107438,95263972,ENST00000329399,533,0.010955763,84,False,0.07539165,0.11385085
ENSG00000107438,95263898,ENST00000329399,607,0.15366578,60,False,0.6379701,0.009012866
ENSG00000107438,95263873,ENST00000329399,632,0.45342588,90,False,0.47623858,0.08583579
ENSG00000107438,95263866,ENST00000329399,639,0.03476157,83,False,0.10500224,0.07173419
ENSG00000107438,95247361,ENST00000329399,647,0.2286799,83,False,0.12319841,0.29539967
ENSG00000107438,95247291,ENST00000329399,717,0.052186597,78,False,0.08796126,0.024329757
ENSG00000107438,95247267,ENST00000329399,741,0.2258118,86,False,0.1493435,0.10320604
ENSG00000107438,95238589,ENST00000329399,890,0.08726925,79,False,0.28402123,0.12022678
ENSG00000107438,95238088,ENST00000329399,935,0.31900242,83,False,0.1911747,0.41442806
ENSG00000107438,95238052,ENST00000329399,971,0.5046698,86,False,0.52063143,0.02067927
ENSG00000107438,95238033,ENST00000329399,990,0.058080472,83,False,0.21279426,0.01588279
ENSG00000107438,95237911,ENST00000329399,1112,0.15559568,79,False,0.11394264,0.07096382
ENSG00000107438,95237804,ENST00000329399,1219,0.068777904,89,False,0.22532448,0.13244553
ENSG00000107438,95237772,ENST00000329399,1251,0.36918598,79,False,0.42562255,0.2497693
ENSG00000107438,95237728,ENST00000329399,1295,0.28686225,90,False,0.35548297,0.06781147
ENSG00000107438,95237654,ENST00000329399,1369,0.36223584,52,False,0.43728763,0.30980662
ENSG00000107438,95237637,ENST00000329399,1386,0.20196934,72,False,0.16930595,0.014052284
ENSG00000107438,95237613,ENST00000329399,1410,0.12745851,60,False,0.22945802,0.022550106
ENSG00000131495,140647589,ENST00000252102,196,0.0011185526,36,False,0.059025656,0.00018970967
ENSG00000131495,140647360,ENST00000252102,305,0.26149574,45,False,0.33741134,0.23947175
ENSG00000131495,140645648,ENST00000252102,440,0.10376718,44,False,0.47566167,0.0068793893
ENSG00000131495,140645625,ENST00000252102,463,0.068129614,40,False,0.08692624,0.33313555
ENSG00000131495,140645535,ENST00000252102,553,0.81525934,43,True,0.7573517,0.89341986
ENSG00000131495,140647615,ENST00000512088,30,0.029146826,31,False,0.1573188,0.03921169
ENSG00000131495,140647589,ENST00000512088,56,0.0055566668,62,False,0.055146933,0.0006468892
ENSG00000131495,140647360,ENST00000512088,165,0.42530832,81,False,0.34370136,0.1645761
ENSG00000131495,140645648,ENST00000512088,347,0.30033082,79,False,0.5184606,0.020103026
ENSG00000131495,140645625,ENST00000512088,370,0.02659452,75,False,0.0713761,0.17734817
ENSG00000131495,140645535,ENST00000512088,460,0.6887268,65,True,0.54439926,0.85234594
ENSG00000131495,140647615,ENST00000502960,156,0.13850364,50,False,0.22211473,0.24692042
ENSG00000131495,140647589,ENST00000502960,182,0.0020520925,104,False,0.06595824,0.001990235
ENSG00000131495,140647360,ENST00000502960,411,0.30117273,67,False,0.29411688,0.19857527
ENSG00000131495,140645648,ENST00000502960,546,0.30947843,113,False,0.4536209,0.061094273
ENSG00000131495,140645625,ENST00000502960,569,0.0678556,111,False,0.09926844,0.19855437
ENSG00000131495,140645535,ENST00000502960,659,0.7576888,93,True,0.6950628,0.81928843
ENSG00000167004,43746626,ENST00000300289,234,0.3305974,139,False,0.547157,0.22735424
ENSG00000167004,43753830,ENST00000300289,321,0.255517,128,False,0.36688814,0.03828497
ENSG00000167004,43753842,ENST00000300289,333,0.06745114,142,False,0.37359175,0.002072978
ENSG00000167004,43756671,ENST00000300289,416,0.006521118,146,False,0.09742608,0.00048241616
ENSG00000167004,43756753,ENST00000300289,498,0.081948325,133,False,0.24751596,0.12401432
ENSG00000167004,43756760,ENST00000300289,505,0.20594028,143,False,0.24796991,0.012847101
ENSG00000167004,43761458,ENST00000300289,546,0.045525443,149,False,0.34052014,0.00594033
ENSG00000167004,43761480,ENST00000300289,568,0.4594373,140,False,0.4896082,0.21623039
ENSG00000167004,43763146,ENST00000300289,689,0.038432825,144,False,0.37878856,0.36826175
ENSG00000167004,43765485,ENST00000300289,785,0.00085031986,158,False,0.109378144,0.0021819114
ENSG00000167004,43765497,ENST00000300289,797,0.38502946,130,False,0.4523645,0.52120435
ENSG00000167004,43765502,ENST00000300289,802,0.26752526,154,False,0.47931147,0.0053201555
ENSG00000167004,43765529,ENST00000300289,829,0.026547123,149,False,0.075815,0.018666793
ENSG00000167004,43765563,ENST00000300289,863,0.05110737,153,False,0.21108425,0.10707358
ENSG00000167004,43765909,ENST00000300289,889,0.023976814,134,False,0.16324358,0.13678584
ENSG00000167004,43765916,ENST00000300289,896,0.03479904,141,False,0.1269203,0.1283787
ENSG00000167004,43765943,ENST00000300289,923,0.55871236,135,False,0.5712613,0.10698782
ENSG00000167004,43765970,ENST00000300289,950,0.09235642,146,False,0.33826095,0.05987178
ENSG00000167004,43766009,ENST00000300289,989,0.102575675,150,False,0.07454077,0.042800855
ENSG00000167004,43766770,ENST00000300289,1035,0.0708646,149,False,0.18478002,0.059106924
ENSG00000167004,43766798,ENST00000300289,1063,0.023695815,155,False,0.08469246,0.106232725
ENSG00000167004,43766812,ENST00000300289,1077,0.3263711,143,False,0.667293,0.049955644
ENSG00000167004,43766870,ENST00000300289,1135,0.5856945,157,False,0.63851297,0.12675522
ENSG00000167004,43768564,ENST00000300289,1251,0.49942422,146,False,0.28902632,0.39520878
ENSG00000167004,43769612,ENST00000300289,1379,0.055733323,154,False,0.14960244,0.038868856
ENSG00000167004,43769634,ENST00000300289,1401,0.16243945,161,False,0.42599154,0.031013882
ENSG00000167004,43770260,ENST00000300289,1424,0.034889985,158,False,0.15343496,0.019659126
ENSG00000167004,43771157,ENST00000300289,1604,0.040380202,170,False,0.21708088,0.050797798
ENSG00000167004,43771182,ENST00000300289,1629,0.059968878,162,False,0.14546704,0.08278557
ENSG00000167004,43771231,ENST00000300289,1678,0.16670439,163,False,0.2832479,0.077302374
ENSG00000167004,43771249,ENST00000300289,1696,0.9538267,157,True,0.92431164,0.9300257
ENSG00000167004,43771272,ENST00000300289,1719,0.008087218,161,False,0.12570061,0.06300048
ENSG00000167004,43771285,ENST00000300289,1732,0.56323314,164,True,0.5746725,0.4324995
ENSG00000167004,43771291,ENST00000300289,1738,0.31977677,173,False,0.3413244,0.15439214
ENSG00000167004,43771328,ENST00000300289,1775,0.18783957,165,False,0.38725144,0.049102914
ENSG00000167004,43771369,ENST00000300289,1816,0.28002223,169,False,0.44483215,0.440458
ENSG00000167004,43771406,ENST00000300289,1853,0.5654813,147,False,0.4669219,0.42887753
ENSG00000167004,43771512,ENST00000300289,1959,0.47371536,117,False,0.5502655,0.33590466
ENSG00000167004,43771518,ENST00000300289,1965,0.17636086,152,False,0.44838715,0.16125765
ENSG00000167004,43771530,ENST00000300289,1977,0.03875166,100,False,0.111433685,0.017143715
ENSG00000167004,43771540,ENST00000300289,1987,0.39506584,35,False,0.41553646,0.33072478
ENSG00000167004,43746626,ENST00000434494,173,0.24810109,45,False,0.29483303,0.19641894
ENSG00000167004,43753830,ENST00000434494,435,0.29366884,41,False,0.4970662,0.023961032
ENSG00000167004,43753842,ENST00000434494,447,0.06776653,49,False,0.43889937,0.0026698231
ENSG00000167004,43756671,ENST00000434494,530,0.0022259832,51,False,0.09813883,0.0025885939
ENSG00000167004,43756753,ENST00000434494,612,0.0893669,51,False,0.28707176,0.019941425
ENSG00000167004,43756760,ENST00000434494,619,0.51231027,50,False,0.4792481,0.22065887
ENSG00000167004,43761458,ENST00000434494,660,0.054158248,50,False,0.3222553,0.011851025
ENSG00000167004,43761480,ENST00000434494,682,0.50117904,53,False,0.44441995,0.018626582
ENSG00000167004,43763146,ENST00000434494,803,0.07556665,55,False,0.25487688,0.45219845
ENSG00000167004,43765485,ENST00000434494,899,0.0010351061,58,False,0.1260359,0.0028224825
ENSG00000167004,43765497,ENST00000434494,911,0.4059394,48,False,0.46245727,0.5529742
ENSG00000167004,43765502,ENST00000434494,916,0.30733567,57,False,0.543368,0.010964012
ENSG00000167004,43765529,ENST00000434494,943,0.057210945,58,False,0.07263895,0.018520474
ENSG00000167004,43765563,ENST00000434494,977,0.06589025,61,False,0.24116416,0.13990207
ENSG00000167004,43765909,ENST00000434494,1003,0.009620214,55,False,0.19590735,0.056772985
ENSG00000167004,43765916,ENST00000434494,1010,0.013831628,53,False,0.119273186,0.0028044223
ENSG00000167004,43765943,ENST00000434494,1037,0.7697097,55,False,0.55310977,0.41087738
ENSG00000167004,43765970,ENST00000434494,1064,0.08391621,55,False,0.32156196,0.016939592
ENSG00000167004,43766009,ENST00000434494,1103,0.085927725,59,False,0.058245253,0.026667738
ENSG00000167004,43766770,ENST00000434494,1149,0.054379284,60,False,0.2112819,0.067257226
ENSG00000167004,43766798,ENST00000434494,1177,0.016141344,65,False,0.11110971,0.058849704
ENSG00000167004,43766812,ENST00000434494,1191,0.38514966,58,False,0.6364838,0.024371112
ENSG00000167004,43766870,ENST00000434494,1249,0.5906274,65,False,0.59751433,0.16011782
ENSG00000167004,43768564,ENST00000434494,1365,0.38857186,64,False,0.29215083,0.29315454
ENSG00000167004,43769612,ENST00000434494,1493,0.04760314,64,False,0.13838741,0.048012935
ENSG00000167004,43769634,ENST00000434494,1515,0.23229209,67,False,0.4744369,0.057127107
ENSG00000167004,43770260,ENST00000434494,1538,0.04736495,67,False,0.15805995,0.053603448
ENSG00000167004,43771157,ENST00000434494,1718,0.019930208,71,False,0.18918459,0.039310027
ENSG00000167004,43771182,ENST00000434494,1743,0.027829695,68,False,0.16325937,0.2723733
ENSG00000167004,43771231,ENST00000434494,1792,0.090260044,70,False,0.29304272,0.040206563
ENSG00000167004,43771249,ENST00000434494,1810,0.9286076,68,True,0.85858023,0.9381952
ENSG00000167004,43771272,ENST00000434494,1833,0.006303632,71,False,0.16126782,0.1576604
ENSG00000167004,43771285,ENST00000434494,1846,0.32325706,70,True,0.39350384,0.34661096
ENSG00000167004,43771291,ENST00000434494,1852,0.22642012,70,False,0.44874102,0.28775162
ENSG00000167004,43771328,ENST00000434494,1889,0.3790223,64,False,0.4718584,0.45674688
ENSG00000167004,43771369,ENST00000434494,1930,0.38997698,70,False,0.4876805,0.3134429
ENSG00000167004,43771406,ENST00000434494,1967,0.41051784,62,False,0.49828547,0.27010256
ENSG00000167004,43771512,ENST00000434494,2073,0.2932895,53,False,0.44757056,0.26633516
ENSG00000167004,43771518,ENST00000434494,2079,0.26903054,63,False,0.3281061,0.14737004
ENSG00000167004,43771530,ENST00000434494,2091,0.104278885,40,False,0.11549182,0.009287417
ENSG00000147400,152829738,ENST00000370277,92,0.1030555,34,False,0.12430958,0.23354253
ENSG00000147400,152829631,ENST00000370277,199,0.6513039,32,False,0.63823,0.1677143
ENSG00000147400,152829608,ENST00000370277,222,0.6123805,38,False,0.5448743,0.09467344
ENSG00000147400,152829251,ENST00000370277,255,0.35342354,37,False,0.32705545,0.1998981
ENSG00000147400,152829199,ENST00000370277,307,0.11676707,39,False,0.37027508,0.028541755
ENSG00000147400,152829186,ENST00000370277,320,0.5331925,41,False,0.78602326,0.06462453
ENSG00000147400,152829177,ENST00000370277,329,0.18762499,40,False,0.38791427,0.5437899
ENSG00000147400,152829169,ENST00000370277,337,0.3124196,42,False,0.3774248,0.06260947
ENSG00000147400,152829160,ENST00000370277,346,0.12382398,27,False,0.07600975,0.036405336
ENSG00000147400,152828614,ENST00000370277,418,0.21233606,42,False,0.28620362,0.031489324
ENSG00000147400,152828559,ENST00000370277,473,0.056579363,42,False,0.11071231,0.05085335
ENSG00000147400,152828554,ENST00000370277,478,0.8361189,38,False,0.603829,0.11384638
ENSG00000147400,152827855,ENST00000370277,571,0.1186465,40,False,0.23205426,0.02254101
ENSG00000147400,152827804,ENST00000370277,622,0.026347458,41,False,0.2533837,0.017244482
ENSG00000147400,152827760,ENST00000370277,666,0.13410676,37,False,0.23905687,0.048242617
ENSG00000147400,152827754,ENST00000370277,672,0.69180286,36,False,0.68128145,0.6620115
ENSG00000147400,152827714,ENST00000370277,712,0.22222242,34,False,0.18803266,0.121254876
ENSG00000147400,152827653,ENST00000370277,773,0.06782558,38,False,0.10917483,0.15291359
ENSG00000147400,152827621,ENST00000370277,805,0.0035140156,37,False,0.09693612,0.0080796955
ENSG00000147400,152827520,ENST00000370277,906,0.062806085,40,False,0.14444678,0.004445493
ENSG00000147400,152827503,ENST00000370277,923,0.06444224,35,False,0.14232077,0.042247366
ENSG00000147400,152827439,ENST00000370277,987,0.1880489,41,True,0.20732518,0.03415216
ENSG00000147400,152827410,ENST00000370277,1016,0.010759914,32,False,0.13237354,0.13429803
ENSG00000147400,152827401,ENST00000370277,1025,0.5005438,41,False,0.41190332,0.083214305
ENSG00000172336,100706140,ENST00000303151,87,0.202634,74,False,0.5078451,0.0064989924
ENSG00000172336,100706207,ENST00000303151,154,0.33910322,143,False,0.4080543,0.18798213
ENSG00000172336,100706241,ENST00000303151,188,0.28994924,170,False,0.19041108,0.10769433
ENSG00000172336,100706841,ENST00000303151,272,0.012732243,165,False,0.18753764,0.015192104
ENSG00000172336,100706872,ENST00000303151,303,0.8093724,183,True,0.76910365,0.20864108
ENSG00000172336,100706929,ENST00000303151,360,0.19589321,190,False,0.17020552,0.029047275
ENSG00000172336,100706937,ENST00000303151,368,0.06824814,190,True,0.3636151,0.6340714
ENSG00000172336,100706961,ENST00000303151,392,0.99195117,176,True,0.88650954,0.867391
ENSG00000172336,100707173,ENST00000303151,604,0.21229038,179,True,0.26390466,0.5239247
ENSG00000172336,100707194,ENST00000303151,625,0.31561726,205,False,0.47820204,0.2655945
ENSG00000172336,100707262,ENST00000303151,693,0.9953984,175,True,0.9709212,0.99959785
ENSG00000172336,100707316,ENST00000303151,747,0.93916684,163,True,0.84750974,0.9777296
ENSG00000172336,100707323,ENST00000303151,754,0.41630945,153,True,0.39128304,0.32485622
ENSG00000172336,100707368,ENST00000303151,799,0.9935629,196,False,0.9229916,0.92462385
ENSG00000172336,100707449,ENST00000303151,880,0.12246877,177,False,0.23125544,0.16653088
ENSG00000104852,49098471,ENST00000601065,537,0.24934688,20,False,0.417056,0.02444663
ENSG00000104852,49101452,ENST00000601065,683,0.2522515,21,True,0.45892233,0.04160122
ENSG00000104852,49104705,ENST00000601065,834,0.28059405,22,True,0.31453222,0.10827486
ENSG00000104852,49107667,ENST00000601065,907,0.19130191,20,False,0.33369887,0.008762491
ENSG00000168710,110015518,ENST00000393614,1427,0.7011704,20,False,0.6822846,0.1940915
ENSG00000168710,110016677,ENST00000393614,1568,0.016555559,22,False,0.27907518,0.0064017414
ENSG00000168710,110018007,ENST00000393614,1772,0.09413497,24,False,0.26768115,0.05458455
ENSG00000168710,110018390,ENST00000393614,1799,0.13075146,23,False,0.32075575,0.013139188
ENSG00000168710,110019565,ENST00000393614,2062,0.24974552,21,False,0.37709588,0.012645614
ENSG00000168710,110020813,ENST00000393614,2206,0.7561852,23,False,0.56891996,0.42928085
ENSG00000168710,110020837,ENST00000393614,2230,0.019596303,24,False,0.10171387,0.16811545
ENSG00000168710,110021845,ENST00000393614,2416,0.7717326,25,False,0.7094644,0.109788224
ENSG00000168710,110021990,ENST00000393614,2561,0.004069102,23,False,0.0898566,0.0020985722
ENSG00000168710,110022294,ENST00000393614,2865,0.45935637,23,False,0.49547777,0.42643103
ENSG00000168710,110022318,ENST00000393614,2889,0.009185636,26,False,0.22850585,0.011562181
ENSG00000168710,110022323,ENST00000393614,2894,0.3283084,26,False,0.58788353,0.75588965
ENSG00000168710,110022567,ENST00000393614,3138,0.3798138,27,False,0.44948035,0.0060721515
ENSG00000168710,110022814,ENST00000393614,3385,0.071340725,27,False,0.22444105,0.006290972
ENSG00000168710,110022856,ENST00000393614,3427,0.05075748,29,False,0.2672804,0.07431154
ENSG00000168710,110022891,ENST00000393614,3462,0.39048862,29,False,0.56378573,0.005260706
ENSG00000168710,110023187,ENST00000393614,3758,0.016750991,28,False,0.1758441,0.0033375262
ENSG00000168710,110023200,ENST00000393614,3771,0.008507729,28,False,0.12373668,0.07318906
ENSG00000168710,110023250,ENST00000393614,3821,0.12193171,28,False,0.38776532,0.018655527
ENSG00000168710,110023267,ENST00000393614,3838,0.008882677,26,False,0.1405989,0.072113454
ENSG00000168710,110023330,ENST00000393614,3901,0.18701503,27,False,0.17534003,0.09114061
ENSG00000168710,110023357,ENST00000393614,3928,0.018649459,29,False,0.17352091,0.05861045
ENSG00000168710,110023388,ENST00000393614,3959,0.0083198305,29,False,0.061732627,0.20966184
ENSG00000168710,110023402,ENST00000393614,3973,0.15679297,29,False,0.45309132,0.023570955
ENSG00000168710,110023426,ENST00000393614,3997,0.01617154,28,False,0.08433213,0.026026929
ENSG00000168710,110023474,ENST00000393614,4045,0.40058193,28,False,0.23834133,0.19306928
ENSG00000168710,110023574,ENST00000393614,4145,0.0009194374,25,False,0.12741296,0.048001003
ENSG00000168710,110023581,ENST00000393614,4152,0.80153334,29,True,0.69700706,0.6621326
ENSG00000168710,110023645,ENST00000393614,4216,0.019391894,25,False,0.2910536,0.011608064
ENSG00000115484,61869487,ENST00000544079,1631,0.40436953,21,False,0.24195834,0.0323668
ENSG00000115484,61869472,ENST00000544079,1646,0.3057035,22,False,0.57064104,0.15242174
ENSG00000115484,61868702,ENST00000544079,1683,0.030208468,23,False,0.12676366,0.017498707
ENSG00000115484,61868683,ENST00000544079,1702,0.11963129,23,False,0.44208765,0.3047306
ENSG00000115484,61868543,ENST00000544079,1842,0.0024356365,23,False,0.047167838,0.0058520795
ENSG00000115484,61888524,ENST00000394440,280,0.116899334,247,False,0.11673661,0.026183534
ENSG00000115484,61888431,ENST00000394440,373,0.1679551,269,False,0.23249526,0.119669296
ENSG00000115484,61885052,ENST00000394440,444,0.141018,242,False,0.47770134,0.17070566
ENSG00000115484,61885041,ENST00000394440,455,0.3027982,230,False,0.34240133,0.22566733
ENSG00000115484,61883524,ENST00000394440,501,0.04031495,278,False,0.06825367,0.030111695
ENSG00000115484,61883492,ENST00000394440,533,0.019695628,273,False,0.121173546,0.06465416
ENSG00000115484,61878946,ENST00000394440,741,0.30639815,279,False,0.45725316,0.058882296
ENSG00000115484,61878942,ENST00000394440,745,0.036722623,268,False,0.3321758,0.18685557
ENSG00000115484,61878923,ENST00000394440,764,0.5202384,269,False,0.632645,0.103673264
ENSG00000115484,61878915,ENST00000394440,772,0.17836885,288,False,0.22169788,0.015129114
ENSG00000115484,61878907,ENST00000394440,780,0.46460944,283,False,0.43255925,0.117718294
ENSG00000115484,61878876,ENST00000394440,811,0.79708624,270,False,0.6544909,0.3058501
ENSG00000115484,61877450,ENST00000394440,883,0.16117036,256,False,0.1476647,0.3741227
ENSG00000115484,61877048,ENST00000394440,945,0.29231897,268,False,0.46177572,0.037594475
ENSG00000115484,61877038,ENST00000394440,955,0.22586033,229,False,0.4253738,0.09600218
ENSG00000115484,61876982,ENST00000394440,1011,0.005288601,279,False,0.057117533,0.030578995
ENSG00000115484,61876925,ENST00000394440,1068,0.13787447,282,False,0.21106756,0.08729943
ENSG00000115484,61876921,ENST00000394440,1072,0.0056065917,275,False,0.10187143,0.005103779
ENSG00000115484,61876209,ENST00000394440,1099,0.081500635,291,False,0.23928234,0.22427511
ENSG00000115484,61876194,ENST00000394440,1114,0.16911735,251,False,0.11331378,0.061041642
ENSG00000115484,61876135,ENST00000394440,1173,0.08441593,264,False,0.1709121,0.04901185
ENSG00000115484,61873216,ENST00000394440,1291,0.047063243,274,False,0.23730902,0.11417441
ENSG00000115484,61873112,ENST00000394440,1311,0.104796864,238,False,0.19065845,0.010048365
ENSG00000115484,61873103,ENST00000394440,1320,0.0325555,281,False,0.12026222,0.00847354
ENSG00000115484,61873081,ENST00000394440,1342,0.18445036,287,False,0.08398362,0.0835403
ENSG00000115484,61873066,ENST00000394440,1357,0.02354399,275,True,0.24309115,0.07949138
ENSG00000115484,61873011,ENST00000394440,1412,0.33267608,289,False,0.29129037,0.049978636
ENSG00000115484,61872561,ENST00000394440,1449,0.05231781,292,False,0.13785326,0.0762527
ENSG00000115484,61872533,ENST00000394440,1477,0.0009956002,301,False,0.11429052,0.02673676
ENSG00000115484,61872529,ENST00000394440,1481,0.17394792,283,False,0.4509221,0.042173743
ENSG00000115484,61872264,ENST00000394440,1605,0.2741629,307,False,0.43124062,0.08985265
ENSG00000115484,61872249,ENST00000394440,1620,0.30822465,288,False,0.40538436,0.032910563
ENSG00000115484,61872141,ENST00000394440,1728,0.010500598,278,False,0.1505736,0.010356724
ENSG00000115484,61872136,ENST00000394440,1733,0.28255135,291,False,0.37567216,0.31619444
ENSG00000115484,61872128,ENST00000394440,1741,0.022454297,272,False,0.08267498,0.02724744
ENSG00000115484,61872105,ENST00000394440,1764,0.13995406,304,False,0.25247008,0.042103447
ENSG00000115484,61869527,ENST00000394440,1814,0.44047198,290,False,0.64631575,0.09323114
ENSG00000115484,61869487,ENST00000394440,1854,0.34731948,298,False,0.27126306,0.10231744
ENSG00000115484,61869472,ENST00000394440,1869,0.3814644,285,False,0.46510226,0.14637072
ENSG00000115484,61868702,ENST00000394440,1906,0.037632775,286,False,0.13010679,0.0631877
ENSG00000115484,61868683,ENST00000394440,1925,0.2353733,300,False,0.4397893,0.32341513
ENSG00000115484,61868679,ENST00000394440,1929,0.37682933,293,False,0.47982103,0.19438902
ENSG00000115484,61868543,ENST00000394440,2065,0.004148328,296,False,0.051742803,0.0333652
ENSG00000115484,61868456,ENST00000394440,2152,0.2268879,193,False,0.18570825,0.3653087
ENSG00000115484,61868446,ENST00000394440,2162,0.070961334,162,False,0.255689,0.2444398
ENSG00000247077,132721584,ENST00000498926,1683,0.13037801,20,False,0.272523,0.140258
ENSG00000247077,132721776,ENST00000498926,1875,0.1774185,22,False,0.2495121,0.54795456
ENSG00000247077,132721794,ENST00000498926,1893,0.008344794,22,False,0.07653646,0.03288404
ENSG00000247077,132721825,ENST00000498926,1924,0.15905458,28,False,0.29450607,0.12274708
ENSG00000247077,132721944,ENST00000498926,2043,0.01610614,20,False,0.11774452,0.11528643
ENSG00000247077,132721990,ENST00000498926,2089,0.5822774,28,False,0.410286,0.049877394
ENSG00000247077,132722026,ENST00000498926,2125,0.072324075,31,False,0.29402155,0.0003468752
ENSG00000247077,132722046,ENST00000498926,2145,0.2868361,26,False,0.37517717,0.1313642
ENSG00000247077,132722100,ENST00000498926,2199,0.14685744,37,False,0.09725924,0.09724518
ENSG00000247077,132722127,ENST00000498926,2226,0.25310907,38,False,0.31808752,0.01185205
ENSG00000247077,132722138,ENST00000498926,2237,0.18499146,42,False,0.2594386,0.049592722
ENSG00000247077,132722185,ENST00000498926,2284,0.023005497,47,False,0.15279278,0.021574676
ENSG00000247077,132722472,ENST00000498926,2571,0.21498103,71,False,0.30639917,0.008655381
ENSG00000247077,132722479,ENST00000498926,2578,0.11680083,69,False,0.0993557,0.13604309
ENSG00000247077,132722566,ENST00000498926,2665,0.12162019,77,False,0.14225206,0.13105968
ENSG00000247077,132722607,ENST00000498926,2706,0.07134108,78,False,0.13103637,0.05607455
ENSG00000247077,132722635,ENST00000498926,2734,0.2669739,76,False,0.47830382,0.07349942
ENSG00000113048,72220726,ENST00000261413,1467,0.8985693,20,True,0.6853664,0.25650716
ENSG00000113048,72220702,ENST00000261413,1491,0.8805504,22,False,0.747726,0.8143177
ENSG00000113048,72220604,ENST00000261413,1589,0.10201734,21,False,0.14793625,0.0251992
ENSG00000113048,72220596,ENST00000261413,1597,0.12856258,22,False,0.29033238,0.003925669
ENSG00000113048,72220581,ENST00000261413,1612,0.05414473,24,False,0.063753165,0.014430856
ENSG00000113048,72220518,ENST00000261413,1675,0.06987002,25,False,0.12763654,0.026176047
ENSG00000113048,72220309,ENST00000261413,1884,0.15387793,26,False,0.09012435,0.073721394
ENSG00000113048,72220179,ENST00000261413,2014,0.7799489,38,False,0.6705636,0.13650005
ENSG00000113048,72220164,ENST00000261413,2029,0.07200222,35,False,0.12805697,0.11840596
ENSG00000113048,72220056,ENST00000261413,2137,0.16434072,35,False,0.28781313,0.074861825
ENSG00000113048,72220033,ENST00000261413,2160,0.14577386,38,False,0.34664613,0.014978111
ENSG00000113048,72220023,ENST00000261413,2170,0.37953988,41,False,0.32955533,0.1292071
ENSG00000113048,72220009,ENST00000261413,2184,0.96794474,35,False,0.8888318,0.5612361
ENSG00000113048,72219889,ENST00000261413,2304,0.01121006,42,False,0.12365843,0.021830034
ENSG00000113048,72219858,ENST00000261413,2335,0.08369813,37,False,0.16703811,0.37437075
ENSG00000113048,72219771,ENST00000261413,2422,0.82210815,38,False,0.9269738,0.4829113
ENSG00000113048,72219691,ENST00000261413,2502,0.55060184,40,False,0.5034362,0.26901466
ENSG00000136877,127808697,ENST00000373247,1011,0.06931423,20,False,0.21232095,0.017518079
ENSG00000136877,127810958,ENST00000373247,1350,0.05094228,20,False,0.18793896,0.022116672
ENSG00000136877,127810979,ENST00000373247,1371,0.0045246123,22,False,0.05267768,0.004942584
ENSG00000136877,127813204,ENST00000373247,1413,0.30695176,21,False,0.5399437,0.06257461
ENSG00000136877,127813222,ENST00000373247,1431,0.12731281,20,False,0.30385584,0.03462727
ENSG00000136877,127813247,ENST00000373247,1456,0.15856439,21,False,0.36935943,0.0013328195
ENSG00000136877,127813264,ENST00000373247,1473,0.034946214,21,False,0.13894199,0.09884922
ENSG00000136877,127814007,ENST00000373247,2216,0.90689516,20,True,0.93635476,0.79783744
ENSG00000176108,80999667,ENST00000325167,1197,0.49750978,20,False,0.25500745,0.37765652
ENSG00000176108,80999768,ENST00000325167,1298,0.38316903,21,False,0.45676154,0.4480905
ENSG00000176108,80999918,ENST00000325167,1448,0.19349965,22,False,0.18710248,0.53399247
ENSG00000176108,80999991,ENST00000325167,1521,0.95165336,21,True,0.92453086,0.98310864
ENSG00000176108,81000038,ENST00000325167,1568,0.9814087,20,False,0.9669746,0.8951432
